InChI_Key_Planar	TAGS	NCBITaxonomy	UBERONBodyPartName	Lifestyle_Tag
BCRXKWOQVFKZAG	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BCUDKRWNGQAFLF	naturalproduct			
BCUVOJDQGDCCLP	naturalproduct|bacterial|bacterial_produced			
BCVIOZZGJNOEQS	animal			
BCWKMSLBLIKZQX	naturalproduct			
BCWWDWHFBMPLFQ	naturalproduct			
BCXBIONYYJCSDF	animal	73337|Ceratotherium simum simum	feces	
BCXXBFMWUYYHIF	naturalproduct			
BCYNGTTVQNJTCV	naturalproduct			
BDCDNTVZSILEOY	|food|human|plant|plant_angiospermae|naturalproduct_plant|naturalproduct	9606|Homo sapiens:151831|Heteropterys umbellata:151831|Heteropterys eglandulosa:1801599|Byrsonima verbascifolia		food consumption
BDDNYDPRCCDQQJ	naturalproduct|fungal|fungal_produced			
BDERNNFJNOPAEC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BDIZBBGNYDRCCA	naturalproduct			
BDJRBEYXGGNYIS	environmental|personalcareproduct|drug|food|human|animal|naturalproduct	:9606|Homo sapiens	blood|cerebrospinal fluid|feces|milk|saliva|sweat|urine	personal care products|food consumption|drug or medication use
BDMACDVLTOBWFC	naturalproduct			
BDSCYYACNUKQLZ	marine_diatom|dissolvedorganicmatter_water_saline|microalgal	41953|Pseudo-nitzschia		
BDVFVCGFMNCYPV	drug			drug or medication use
BDYYDXJSHYEDGB	drug|human	9606|Homo sapiens		drug or medication use
BEDSGEULUAVXQH	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
BEFYPHLCGVCBFF	naturalproduct|fungal|fungal_produced			
BEHIONSZUBFJLA	naturalproduct			
BEJNERDRQOWKJM	fungal|drug|food|human|naturalproduct	:9606|Homo sapiens	feces|urine	|food consumption|drug or medication use
BELBBZDIHDAJOR	drug			drug or medication use
BEMFQIDPZLYEBJ	naturalproduct			
BEPGTHDUUROBHM	drug|naturalproduct			drug or medication use
BEQZHFIKTBVCAU	drug|drug_metabolite		blood|urine	
BEZZFPOZAYTVHN	drug|human	9606|Homo sapiens		drug or medication use
BFCZPWYLRHFBNO	naturalproduct			
BFDLDIKIPJXHON	naturalproduct			
BFPSDSIWYFKGBC	drug|human	9606|Homo sapiens		drug or medication use
BFPYWIDHMRZLRN	drug|food|human|naturalproduct	:9606|Homo sapiens	blood|urine	birth control|food consumption|drug or medication use
BFQWBQIYMSVPOL	environmental|naturalproduct			plant-based chemical exposure
BFRBGRATLDMPFZ	naturalproduct			
BFUKWVVFVGUARP	naturalproduct|bacterial|bacterial_produced			
BFYIZQONLCFLEV	drug|human	:9606|Homo sapiens	blood|urine	breast cancer|drug or medication use
BFZHCUBIASXHPK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BGCNHXQQGSIHRP	naturalproduct|fungal|fungal_produced			
BGDKAVGWHJFAGW	drug|human	9606|Homo sapiens		drug or medication use
BGEBZHIAGXMEMV	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BGGKMIPCFKMSNW	|human	9606|Homo sapiens		
BGHABCOWYJWZFY	naturalproduct|bacterial|bacterial_produced			
BGKHCLZFGPIKKU	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BGNTUSKZDOUZCZ	environmental			
BGOFCVIGEYGEOF	food|naturalproduct			
BGPMMCPSTAYIEL	plant_angiospermae|naturalproduct_plant|plant|food|naturalproduct	151835|Hiraea restingae:1816322|Banisteriopsis variabilis:1561750|Banisteriopsis stellaris:1816320|Amorimia pubiflora:151831|Heteropterys eglandulosa:1816314|Amorimia andersonii		|food consumption
BGRJTUBHPOOWDU	drug|human	9606|Homo sapiens		drug or medication use
BGSZAXLLHYERSY	drug|human	9606|Homo sapiens		drug or medication use
BGTBFNDXYDYBEY	food|naturalproduct_plant|plant		sweat	
BGUYVWYUIXKRDO	naturalproduct			
BGWGXPAPYGQALX	naturalproduct			
BHCBWJBSVOKHRJ	naturalproduct			
BHCRLQHBUDRLQM	naturalproduct			
BHHGXPLMPWCGHP	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BHHRYVYZZQIPGU	naturalproduct			
BHLYRWXGMIUIHG	|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	9606|Homo sapiens:1561394|Alicia anisopetala		
BHLZAVHBILJGRP	fungal|fungal_produced			
BHNHHSOHWZKFOX	naturalproduct			
BHNSEWKVMCNSGO	naturalproduct			
BHPGSJYBVOBTHV	naturalproduct			
BHQCQFFYRZLCQQ	dissolvedorganicmatter_water_saline|human|mice|drug|food|naturalproduct	9606|Homo sapiens	bile|blood|feces|saliva|urine|liver	|food consumption|drug or medication use
BHTRKEVKTKCXOH	bacterial|bacterial_modified|drug|food|human|naturalproduct	:9606|Homo sapiens	bile|blood|feces|urine	|food consumption|drug or medication use
BHYOQNUELFTYRT	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BIABMEZBCHDPBV	fungal|food|human|drug	9606|Homo sapiens:34433|Leucoagaricus		drug or medication use
BIBZWCCWSCCFBB	naturalproduct			
BIDNLKIUORFRQP	|human	9606|Homo sapiens		
BIPAHAFBQLWRMC	naturalproduct			
BIQPSTSCCIEMEI	naturalproduct|fungal|fungal_produced			
BIRSGZKFKXLSJQ	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
BISZYPSIZGKOFA	naturalproduct			
BITFKDUCQOBZDL	naturalproduct			
BITHHVVYSMSWAG	plant|animal|naturalproduct		feces	food consumption
BITPRCODIALMOV	|food|naturalproduct			food consumption
BITYXLXUCSKTJS	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BIWLELKAFXRPDE	|human|naturalproduct	9606|Homo sapiens		
BIXJFIJYBLJTMK	naturalproduct			
BIXYYZIIJIXVFW	naturalproduct			
BIZAJDCIOZNYLQ	naturalproduct			
BJDCWCLMFKKGEE	drug			drug or medication use
BJEPYKJPYRNKOW	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BJFIDCADFRDPIO	drug		blood|cerebrospinal fluid	
BJGUEPXNQKBVBW	naturalproduct|fungal|fungal_produced			
BJHIKXHVCXFQLS	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
BJJCTXDEJUWVIC	plant|naturalproduct_plant|naturalproduct			
BJJQJLOZWBZEGA	|food|human	9606|Homo sapiens		food consumption
BJNLLBUOHPVGFT	bacterial|bacterial_produced			
BJPSSVHNEGMBDQ	naturalproduct			
BJPYMDSMDBCKEP	naturalproduct|bacterial|bacterial_produced			
BJQHLKABXJIVAM	environmental|synthetic|MS_contaminant|naturalproduct|fungal|fungal_produced		|feces	products containing plasticizers
BJRNKVDFDLYUGJ	drug|food|naturalproduct			food consumption|drug or medication use
BJYHZSNSMVEQEH	food|naturalproduct			
BKAJNAXTPSGJCU	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BKAWJIRCKVUVED	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BKBSMMUEEAWFRX	biocide_antimicrobial|environmental			
BKBYHSYZKIAJDA	naturalproduct			
BKIACVAZUKISOR	food			
BKJYMZRGLINXRP	naturalproduct			
BKLLYUDFOSSKSW	naturalproduct			
BKNDRWLBSMZASB	naturalproduct|fungal|fungal_produced			
BKRMCDAOAQWNTG	naturalproduct			
BKUKTJSDOUXYFL	naturalproduct|bacterial|bacterial_produced			
BKVICMPZWRNWOC	human	9606|Homo sapiens	|saliva	
BKYJGKRXUHPPLR	naturalproduct			
BLFLLBZGZJTVJG	drug|food|human|naturalproduct	:9606|Homo sapiens	blood|feces|urine	pain|food consumption|drug or medication use
BLFMBWWFYPUMNR	naturalproduct			
BLGXFZZNTVWLAY	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
BLHCMGRVFXRYRN	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BLJOXWGKDCMTMU	naturalproduct			
BLJRIMJGRPQVNF	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
BLSQLHNBWJLIBQ	drug|human	9606|Homo sapiens		drug or medication use
BLUAFEHZUWYNDE	dissolvedorganicmatter_water_saline|drug|naturalproduct|naturalproduct_plant|naturalproduct_marine			|drug or medication use
BLXXJMDCKKHMKV	drug|human	9606|Homo sapiens		drug or medication use
BMBMPDCQHGVNGA	fungal|fungal_produced			
BMBSGGZMJQTQSO	naturalproduct|fungal|fungal_produced			
BMBUWKNHXZNMFT	|human	9606|Homo sapiens		
BMCQMVFGOVHVNG	drug|naturalproduct			drug or medication use
BMCZTYDZHNTKPR	naturalproduct			
BMFPATPGMGPSGR	naturalproduct|fungal|fungal_produced			
BMFVGAAISNGQNM	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BMGNJDVZBKRPAW	|human	9606|Homo sapiens		
BMHIJFUMNIBEFW	naturalproduct			
BMJHAAZDURGGSC	food|human|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption
BMKQPAJRQUUYGC	fungal|fungal_produced			
BMLIIPOXVWESJG	naturalproduct			
BMLZFLQMBMYVHG	food|plant|naturalproduct_plant|naturalproduct			|food consumption
BMOUPTNOPZOODW	naturalproduct			
BMPDWHIDQYTSHX	drug|drug_metabolite		blood|urine	
BMQNSHDVIYZULR	naturalproduct			
BMQYVXCPAOLZOK	|human|naturalproduct	9606|Homo sapiens		
BMRSEYFENKXDIS	|food|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	9606|Homo sapiens:151831|Heteropterys umbellata		food consumption
BMRVNZZVDSVOQG	naturalproduct|fungal|fungal_produced			
BMSPEISBKGSBTR	|human|naturalproduct	9606|Homo sapiens		
BMSROUVLRAQRBY	naturalproduct			
BMTAFVWTTFSTOG	biocide_herbicide		feces	
BMVJFNLJSZHNNS	naturalproduct			
BMVXCPBXGZKUPN	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BMZFZTMWBCFKSS	food		urine	
BNCADMBVWNPPIZ	food			products containing plasticizers
BNDTXDIWZPIRNI	fungal|fungal_produced			
BNHPMQBVNXMPDU	food			
BNJOQKFENDDGSC	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BNNIEBYABSNREN	naturalproduct|bacterial|bacterial_produced			
BNNVVTQUWNGKPH	naturalproduct_fungal|naturalproduct|fungal|fungal_produced			
BNOSHBGSJBEMGC	drug_metabolite|synthetic		feces	drug or medication use
BNOWPELKBYSHKU	naturalproduct			
BNPYZZVTLFIGQT	naturalproduct|fungal|fungal_produced			
BNQDCRGUHNALGH	drug			drug or medication use
BNQSTAOJRULKNX	|human	9606|Homo sapiens		
BNRNXUUZRGQAQC	drug|food|human|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption|drug or medication use
BNRXZEPOHPEEAS	|food|human	9606|Homo sapiens		food consumption
BNTPVRGYUHJFHN	|food|human	9606|Homo sapiens		food consumption
BNUCXCGZTSEDGK	naturalproduct			
BNVLXJXRCARHAN	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|naturalproduct|bacterial|bacterial_produced			
BNWJOHGLIBDBOB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BNZZZUQOYBAEPR	fungal|fungal_produced			
BOFQWVMAQOTZIW	drug|human	9606|Homo sapiens		drug or medication use
BOHOBTRHAFBJOW	naturalproduct			
BOJKFRKNLSCGHY	naturalproduct			
BOJKULTULYSRAS	food|naturalproduct_plant|plant|naturalproduct			
BOKVLBSSPUTWLV	|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	9606|Homo sapiens		
BOLQJTPHPSDZHR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BOPGDPNILDQYTO	drug|human|food|naturalproduct	9606|Homo sapiens		drug or medication use|food consumption
BOPPUHZKIKFBHH	naturalproduct			
BOSUEWCVNFFBGV	naturalproduct			
BOTWFXYSPFMFNR	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BOWVQLFMWHZBEF	food|human	9606|Homo sapiens	|saliva	food consumption
BOZGEGDMHAOPIQ	fungal|fungal_produced			
BOZILQFLQYBIIY	naturalproduct|fungal|fungal_produced			
BPEXTIMJLDWDTL	naturalproduct			
BPFYOAJNDMUVBL	drug			drug or medication use
BPICBUSOMSTKRF	drug			drug or medication use
BPJPBLZKOVIJQD	|food|human|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		food consumption
BPLQKQKXWHCZSS	food		feces	
BPMFZUMJYQTVII	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BPQMGSKTAYIVFO	drug			drug or medication use
BPRHUIZQVSMCRT	drug|synthetic		blood|urine|feces	|drug or medication use
BPSJMBKZSUTYNF	plant|naturalproduct_plant|naturalproduct			
BPYKTIZUTYGOLE	human|food|naturalproduct	:9606|Homo sapiens	bile|blood|cerebrospinal fluid|feces|urine	|food consumption
BPYRVOCFRMKMIP	naturalproduct			
BQAJKXKYTQTBDK	naturalproduct			
BQBCIBCLXBKYHW	human			
BQDXDGDOYPUUOD	naturalproduct			
BQGJXFQCMYJENQ	naturalproduct			
BQHHNAPTXQOPBW	naturalproduct			
BQIVXBUAUNSLAJ	naturalproduct			
BQJCRHHNABKAKU	drug|food|human|naturalproduct	:9606|Homo sapiens:73337|Ceratotherium simum simum	blood|saliva|urine|feces	|food consumption|drug or medication use
BQJODPIMMWWMFC	drug			drug or medication use
BQKZAAFVKZMCPR	bacterial|bacterial_produced			
BQMSKLCEWBSPPY	animal		feces	
BQPPJGMMIYJVBR	naturalproduct|bacterial|bacterial_produced			
BQPRWZCEKZLBHL	|food|naturalproduct			food consumption
BQPYEFAVIPEQIK	naturalproduct			
BQSJTQLCZDPROO	drug			arthritis|drug or medication use
BQYJATMQXGBDHF	biocide_antimicrobial|environmental			
BQZBPAFALHFIMA	naturalproduct			
BRBKOPJOKNSWSG	drug			drug or medication use
BRBRVKOYZAMSBL	naturalproduct			
BRELKNNWUMEGDN	fungal|fungal_produced			
BRGMHAYQAZFZDJ	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
BRLXWEGCLDQJEL	naturalproduct			
BRMWTNUJHUMWMS	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BRQQPHKRRCUYLA	naturalproduct			
BRUQQQPBMZOVGD	drug		blood|urine	
BRVXVMOWTHQKHC	naturalproduct			
BRWIYXLUWTZWGU	naturalproduct|bacterial|bacterial_produced			
BRWOXKPPNFPCOO	naturalproduct			
BRXADWYLMDAXBU	plant|naturalproduct_plant			
BRZANEXCSZCZCI	drug			
BSDPQEFENGLTDD	naturalproduct			
BSGMHOUSWFFEMZ	naturalproduct			
BSLDUMMCFUUGHA	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
BSRUJCFCZKMFMB	drug|drug_metabolite		blood	
BSSIFJHEGYUPRJ	naturalproduct			
BSUNYCAAALCBNU	naturalproduct			
BSVHAXJKBCWVDA	human	:9606|Homo sapiens	blood|urine|feces	
BSWHERGFUNMWGS	human			
BSWWXRFVMJHFBN	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
BSXFDHHTXOAUGB	|human|naturalproduct	9606|Homo sapiens		
BSYNRYMUTXBXSQ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BTCICADMSGBCKA	naturalproduct			
BTCSSZJGUNDROE	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BTIJJDXEELBZFS	drug		blood	
BTJIUGUIPKRLHP	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
BTLXPCBPYBNQNR	naturalproduct			
BTNMPGBKDVTSJY	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BTPYUWOBZFGKAI	naturalproduct			
BTWUONYKONENGB	plant|naturalproduct_plant|naturalproduct			
BTXKFKMDVYRJEU	naturalproduct			
BTXNYTINYBABQR	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BTXSAHUETCBEGY	naturalproduct			
BTXWOKJOAGWCSN	plant|naturalproduct_plant			
BUBBEHCXSMCYNY	naturalproduct|fungal|fungal_produced			
BUBVKRMIMSPLND	naturalproduct			
BUFNPAYKUGAAAO	naturalproduct			
BUGYDGFZZOZRHP	drug|human	9606|Homo sapiens		drug or medication use
BUHZTPLXMFRPCK	naturalproduct			
BUJAGSGYPOAWEI	drug|human	9606|Homo sapiens		drug or medication use
BUKBJIBZOCTYLQ	naturalproduct			
BUKNGVJDVSRYIT	plant|naturalproduct_plant|naturalproduct			
BUQQDANPHQFSEK	naturalproduct			
BUSOTUQRURCMCM	|food|human	9606|Homo sapiens		food consumption
BUTLVTAFDGYVNP	naturalproduct|fungal|fungal_produced			
BUVGSDAKOBKGFK	naturalproduct			
BUVRFGBECZFCRL	naturalproduct			
BUWZCWQAKXCEIF	toxin		skin of body	
BUZPALUBBJZNNV	naturalproduct			
BVALVRBXQYLPOW	naturalproduct			
BVDHPBILFRQGEC	naturalproduct|fungal|fungal_produced			
BVEVSYQMQABMQM	naturalproduct			
BVIAOQMSVZHOJM	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BVJSKAUUFXBDOB	naturalproduct			
BVJTWZUQDZHHBX	naturalproduct			
BVOMWOZDWVPLIR	naturalproduct			
BVWBDCIYHWDCRQ	naturalproduct			
BWAZUXQZSXFTJK	naturalproduct			
BWDPEGUHIBSSSY	naturalproduct			
BWDRDVHYVJQWBO	bacterial|bacterial_modified			
BWFSBUVPIAIXKJ	food			
BWHOZHOGCMHOBV	|human|naturalproduct	9606|Homo sapiens		
BWKILASWCLJPBO	naturalproduct			
BWLBGMIXKSTLSX	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BWPIARFWQZKAIA	drug		blood|urine	
BWRBGHBJBQFFAW	naturalproduct|fungal|fungal_produced			
BWRGZKJDIWERCZ	naturalproduct			
BWRZDLYJNURUHS	|food|naturalproduct			food consumption
BWSFBLYFHGZBRQ	naturalproduct			
BWWQJPMOEXIEGF	algal|marine_cyanobacteria_insitu|naturalproduct_bacterial|naturalproduct|bacterial|bacterial_produced			
BWWVAEOLVKTZFQ	|human	9606|Homo sapiens		
BWXSDJHAJWTEAD	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BWZVCCNYKMEVEX	naturalproduct			
BXEZTCOKOLHMKY	food|food_source_plant|human	:9606|Homo sapiens	urine	|food consumption
BXFFHSIDQOFMLE	|algal|bacterial_modified|human|drug|food|naturalproduct	9606|Homo sapiens	blood|feces|urine|blood plasma|blood serum	|food consumption|drug or medication use
BXFOFFBJRFZBQZ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BXLAVJWSFYZDPF	naturalproduct			
BXLGBRLDRRZQKR	naturalproduct|fungal|fungal_produced			
BXNJHAXVSOCGBA	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
BXPMAGSOWXBZHS	naturalproduct			
BXQZTMMXFKFJIY	naturalproduct|bacterial|bacterial_produced			
BXRLWGXPSRYJDZ	|food|naturalproduct			food consumption
BXUGQFINZUXAKN	naturalproduct			
BXWNKGSJHAJOGX	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BXYXWVCTYIQPAI	naturalproduct			
BXZVVICBKDXVGW	drug|human	9606|Homo sapiens		drug or medication use
BYASTQVSNAVAKL	naturalproduct			
BYBLEWFAAKGYCD	drug|human	9606|Homo sapiens		drug or medication use
BYFIUFNRSNKODH	naturalproduct			
BYHDDXPKOZIZRV	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
BYHVZDRLSCCTND	naturalproduct			
BYHWAEAVIGYEBJ	naturalproduct			
BYLCNWQEOASNRQ	food			
BYNYZQQDQIQLSO	naturalproduct			
BYPFEZZEUUWMEJ	drug|human	9606|Homo sapiens		drug or medication use
BYRZLWJKTOLLBX	|human|naturalproduct	9606|Homo sapiens		
BYWLLSQTJBXAPV	|human|naturalproduct	9606|Homo sapiens		
BYWWNDLILWPPJP	naturalproduct			
BYXCFUMGEBZDDI	|food|human|naturalproduct	9606|Homo sapiens		food consumption
BYYDEEAJCDGLER	naturalproduct			
BZKPWHYZMXOIDC	drug|human	9606|Homo sapiens		drug or medication use
BZQDHZDSIXPDSS	naturalproduct			
BZQFBWGGLXLEPQ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
BZQRJBLJDFPOBX	naturalproduct			
BZXULBWGROURAF	naturalproduct			
BZXULYMZYPRZOG	|human|naturalproduct	9606|Homo sapiens		
BZXXSUZFEIFGEX	naturalproduct			
BZYKNVLTMWYEFA	naturalproduct			
CADNMISJDLVPCK	naturalproduct			
CAENGMLSMONNBU	|human|naturalproduct	9606|Homo sapiens		
CAFTUQNGDROXEZ	naturalproduct			
CAHGCLMLTWQZNJ	plant|naturalproduct_plant|naturalproduct			
CAHKINHBCWCHCF	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
CAHQQYHQUHYOGU	naturalproduct			
CAJUPFPBROFVEL	food			plant-based chemical exposure
CALSYPDGGJMMDZ	naturalproduct			
CAMYXILYLXYDFE	naturalproduct			
CANAPGLEBDTCAF	naturalproduct			
CAPUGADOGHKUQS	naturalproduct			
CAQZFLPWHBKTTR	naturalproduct			
CARMWCSYOJNGRD	naturalproduct			
CATSNJVOTSVZJV	|food|human|naturalproduct	9606|Homo sapiens		food consumption
CAUANPLJFMVCHO	food|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	:9606|Homo sapiens	urine	|food consumption
CAYMSCGTKZIVTN	naturalproduct			
CBGLETFGTARBGG	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
CBGUOGMQLZIXBE	drug			skin disease|drug or medication use
CBHWSKLIWKFSRU	naturalproduct			
CBIDRCWHNCKSTO	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
CBJNLOVRAFQEQH	naturalproduct			
CBJRVSWMDLZAQD	naturalproduct			
CBLVUXPPNHUKDE	biocide_herbicide|environmental			
CBMYJHIOYJEBSB	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
CBNRHESAARZEOI	naturalproduct|bacterial|bacterial_produced			
CBOQJANXLMLOSS	food|food_additive		feces	
CBQJSKKFNMDLON	|food|human|culture_fungal|fungal|fungal_produced|naturalproduct	9606|Homo sapiens		food consumption
CBQSPNLMOXKZHJ	fungal|fungal_produced			
CBQYNPHHHJTCJS	|human|naturalproduct	9606|Homo sapiens		
CBSLALAKOKYDBZ	plant|plant_angiospermae|naturalproduct_plant|naturalproduct			
CBTLXSBFAWEYRW	naturalproduct			
CBVCZFGXHXORBI	drug|human	9606|Homo sapiens		drug or medication use
CCCIGFPBADVTFE	bacterial|bacterial_modified|human|naturalproduct	:9606|Homo sapiens	blood|urine	
CCCPQTCGPQONAG	naturalproduct|fungal|fungal_produced			
CCDSRPQULZAXRF	naturalproduct			
CCLQKVKJOGVQLU	|food|human|naturalproduct	9606|Homo sapiens		food consumption
CCNKTMMNRPJQHV	naturalproduct			
CCOJFDRSZSSKOG	naturalproduct			
CCPPLLJZDQAOHD	food_source_plant		blood|cerebrospinal fluid	
CCQDWIRWKWIUKK	|food|human	9606|Homo sapiens		food consumption
CCTIOCVIZPCTGO	naturalproduct			
CCVYRRGZDBSHFU	|food|human|naturalproduct	9606|Homo sapiens		food consumption
CDAISMWEOUEBRE	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
CDAWCLOXVUBKRW	drug|food|naturalproduct			food consumption|drug or medication use
